1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
534,WHERE,איפה,SINGLE,https://vimeo.com/398755270,media534.mp4,6.789,4.222,5.049,2,לא בטוח,Unknown-handshape.jpg,לא רלוונטי,N/A,לא בטוח,Unknown-handshape.jpg,לא,TIMRP,מוארכות,לא בטוח,כלפי חוץ,ללא מגע,כן,אותו,לא,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,כן (דו כיווני),לא,לא,לא,לא
535,HOW MANY,כמה,SINGLE,https://vimeo.com/398755295,media535.mp4,6.421,4.778,3.537,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,כן,ניענוע (כמו ״מתמטיקה״),לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן
536,WHY,למה,SINGLE,https://vimeo.com/398755323,media536.mp4,6.684,4.556,5.878,2,לא בטוח,Unknown-handshape.jpg,לא רלוונטי,N/A,לא בטוח,Unknown-handshape.jpg,לא,TIMRP,מוארכות,לא בטוח,כלפי חוץ,ללא מגע,כן,אותו,לא,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,לא בטוח,לא בטוח,לא רלוונטי,לא בטוח,לא רלוונטי,לא בטוח,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא,סִימוּלטָנִי,לא בטוח,לא,לא,לא,לא
537,WHAT,מה,SINGLE,https://vimeo.com/398755368,media537.mp4,6.789,5.000,6.049,1,לא בטוח,Unknown-handshape.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,לא בטוח,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,"דינמי, משתנה",קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
538,WHAT IS THIS (1),מה זה (1),SINGLE,https://vimeo.com/398755400,media538.mp4,6.474,3.611,2.317,1,צהוב,Y.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TP,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
540,WHO,מי,SINGLE,https://vimeo.com/497641192,media540.mp4,6.684,4.111,1.902,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,Z צורת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,כן,הטייה על ציר (כמו ״אום אל פאחם״) ,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן
541,WHEN,מתי,SINGLE,https://vimeo.com/398755495,media541.mp4,6.579,3.833,2.415,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן,ניענוע (כמו ״מתמטיקה״),לא,לא רלוונטי, לא בטוח (תנועת רעד) ,כן,סִימוּלטָנִי,לא רלוונטי,לא,לא,לא,כן
542,BEHIND,מאחורי,SINGLE,https://vimeo.com/497641112,media542.mp4,5.789,5.778,6.341,1,צמודה,5-thumb.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,"דינמי, משתנה","דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,מעבר לכתף,לא רלוונטי,באותו הצד,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא בטוח,הנהון,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
543,BETWEEN,בין,SINGLE,https://vimeo.com/398755554,media543.mp4,5.421,4.944,4.415,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,אותו,לא,"דינמי, משתנה",שתי ידיים פונות לצדדים מנוגדים,כן,מחובר,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
544,INSIDE / INSIDE,בפנים/ בתוך,SINGLE,https://vimeo.com/398755590,media544.mp4,6.368,5.722,6.098,2,ב,B(bet).jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,"הם שונים, אבל לא שונים לגמרי",לא,למטה,שתי ידיים פונות לצדדים מנוגדים,כן,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
545,HERE,כאן,SINGLE,https://vimeo.com/398755623,media545.mp4,6.632,6.111,6.634,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,"דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
546,CLOSE,קרוב,SINGLE,https://vimeo.com/398755650,media546.mp4,6.263,5.056,4.390,2,נשבע,U-swear.jpg,לא רלוונטי,N/A,נשבע,U-swear.jpg,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,לא,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,בסוף הסימן,יד 2,גב כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
547,DOWN,למטה,SINGLE,https://vimeo.com/497641151,media547.mp4,6.526,6.389,6.317,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,למטה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
548,UP,למעלה,SINGLE,https://vimeo.com/497641012,media548.mp4,6.526,6.389,6.659,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
549,BELOW,מתחת,SINGLE,https://vimeo.com/398755681,media549.mp4,6.053,5.944,6.585,2,ב,B(bet).jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,"הם שונים, אבל לא שונים לגמרי",לא,למטה,שתי ידיים פונות לצדדים מנוגדים,כן,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
550,ON,על,SINGLE,https://vimeo.com/398755713,media550.mp4,6.053,5.833,6.659,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,אותו,לא,למטה,שתי ידיים פונות לצדדים מנוגדים,קירוב בלבד,בהתחלה ובסוף,שני מיקומים,שטח נייטרלי,כף יד שלמה - צד חיצוני,על קו האמצע,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
551,TOGETHER,יחד,SINGLE,https://vimeo.com/497641053,media551.mp4,6.421,5.111,5.634,2,להעתיק,Spray.jpg,רגע,Flat-O.jpg,להעתיק,Spray.jpg,לא,TIMRP,זווית,פרוסות כמו בסימון 4,מנוגד,ללא מגע,כן,אותו,לא,קדימה,אַחֵר,כן (מגע סימטרי ביד2 במרחב נייטרלי),בסוף הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
552,FAR AWAY,רחוק,SINGLE,https://vimeo.com/398760214,media552.mp4,6.526,5.889,6.024,1,5,5.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
553,VERY FAR 1,רחוק מאוד 1,SINGLE,https://vimeo.com/398760237,media553.mp4,6.053,4.944,3.610,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,כן,Z צורת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,כן,הנהון,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן
554,VERY FAR 2,רחוק מאוד 2,SINGLE,https://vimeo.com/398760259,media554.mp4,6.053,6.000,5.610,1,צמודה,5-thumb.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
555,THERE,שם (לא פה),SINGLE,https://vimeo.com/398760276,media555.mp4,6.474,6.167,6.634,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
556,YOU (PLURAL MALE),אתם /אתן / אתכם/ אתכן,SINGLE,https://vimeo.com/398760684,Sequence 03_2-YOU-PLURAL(MALE).mp4,5.333,לא רלוונטי,לא רלוונטי,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא בטוח,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
557,THEY (PLURAL M. & F),הם/הן /אותם/אותן,SINGLE,https://vimeo.com/398783884,Sequence-AE-03_5-THEY(PL.M&F).mp4,4.619,לא רלוונטי,לא רלוונטי,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,לצד הדומיננטי,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,לא בטוח,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
558,"YOUR / YOURS (PLURAL, MALE)",שלכם/שלכן,SINGLE,https://vimeo.com/398760741,"Sequence 03_17-YOURS(PLURAL,MALE).mp4",5.143,לא רלוונטי,לא רלוונטי,1,פרפר,F-curved.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
559,"YOUR / YOURS (PLURAL, FEMALE)",שלכם/שלכן,SINGLE,https://vimeo.com/398760763,"Sequence 03_18-YOURS(PLURAL,FEMALE).mp4",4.857,לא רלוונטי,לא רלוונטי,1,פרפר,F-curved.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
560,TO ME (1),לי (1),SINGLE,https://vimeo.com/398783920,Sequence-AE-04_0-TO-ME-1.mp4,3.667,לא רלוונטי,לא רלוונטי,1,אֶקְדָח,L.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,כן,TI,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,לצד הנגדי,כן,בסוף הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
561,TO YOU (PLURAL),לכם/לכן,SINGLE,https://vimeo.com/398783949,Sequence-AE-04_5-TO-YOU.mp4,4.571,לא רלוונטי,לא רלוונטי,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
562,(BY) HIMSELF / HERSELF,בעצמו/בעצמה,SINGLE,https://vimeo.com/398779156,"Sequence 05_2-(BY)HIMSELF,HERSELF.mp4",4.857,לא רלוונטי,לא רלוונטי,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא בטוח,לא רלוונטי,לא בטוח,לא,לא,לא,לא בטוח
563,KIBBUTZ,קיבוץ   ,SINGLE,https://vimeo.com/398783972,Sequence-AE-07_6-KIBBUTZ.mp4,4.381,לא רלוונטי,לא רלוונטי,2,טורפת,Claw.jpg,לא רלוונטי,N/A,טורפת,Claw.jpg,לא,TIMRP,מעוקמות ,פרוסות כמו בסימון 4,מנוגד,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,"דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,הטייה על ציר (כמו ״אום אל פאחם״) , לא בטוח (תנועת רעד) ,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,כן
564,SOUL SEARCHING,חשבון נפש,SINGLE,https://vimeo.com/398784361,Sequence-AE-16_0-SOUL-SEARCHING.mp4,3.381,לא רלוונטי,לא רלוונטי,2,רגע,Flat-O.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,לא,שונה,לא,לצד הדומיננטי,למטה,כן,מתמשך,שני מיקומים,טורסו עליון,צד כף היד -אגודל,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
565,CHOL HAMOED,חול המועד ,SINGLE,https://vimeo.com/398784384,Sequence-AE-16_15-CHOL-HAMOED.mp4,3.238,לא רלוונטי,לא רלוונטי,1,צמודה,5-thumb.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,לצד הנגדי,כן,מתמשך,טוֹרסוֹ,טורסו עליון,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
566,THATCH,סכך,SINGLE,https://vimeo.com/398784418,Sequence-AE-16_17-THATCH.mp4,1.810,לא רלוונטי,לא רלוונטי,2,5,5.jpg,לא רלוונטי,N/A,5,5.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,למטה,"דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,ישר,אופקי (מצד לצד),אנכי (למעלה/למטה),צד נגדי>צד דומיננטי,גבוה>נמוך,לא,לא רלוונטי,כן,הנהון,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא בטוח
567,DONUT (2),סופגנייה (2),SINGLE,https://vimeo.com/398784442,Sequence-AE-18_4-DONUT-2.mp4,3.619,לא רלוונטי,לא רלוונטי,1,טורפת,Claw.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,פרוסות כמו בסימון 4,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אין (החזקה),לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי
568,BLOOD (1),דם (1),SINGLE,https://vimeo.com/398784509,Sequence-AE-22_5-BLOOD.mp4,1.857,לא רלוונטי,לא רלוונטי,1,5,5.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,אחורה,כן,מתמשך,זְרוֹעַ,פנים האמה,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,במקביל לזרוע,לא רלוונטי,קרוב>מרוחק,לא רלוונטי,כן,ניענוע (כמו ״מתמטיקה״),לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן
569,HAROSET,חרוסת ,SINGLE,https://vimeo.com/398787282,Sequence-AE-23_1-HAROSET.mp4,1.667,לא רלוונטי,לא רלוונטי,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,כן,מתמשך,רֹאשׁ,סנטר,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
570,KNEIDELACH / MATZAH BALLS,קניידלאך,SINGLE,https://vimeo.com/398787308,Sequence-AE-23_3-MATZAH-BALLS.mp4,2.095,לא רלוונטי,לא רלוונטי,1,כפית,Curve.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,למעלה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי, לא בטוח (תנועת רעד) ,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,כן
571,FIREWORKS,זיקוקין די נור,SINGLE,https://vimeo.com/398787345,Sequence-AE-24_3-FIREWORKS.mp4,3.524,לא רלוונטי,לא רלוונטי,2,מקור פתוח,open-beak.jpg,מַקוֹר,Closed-beak.jpg,מקור פתוח,open-beak.jpg,לא,TI,מוארכות,לא רלוונטי,מנוגד,ללא מגע,כן,אותו,לא,קדימה,"דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אלכסוני,לא רלוונטי,נמוך>גבוה,צד נגדי>צד דומיננטי,כן,פתיחה,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
